maalaji,value,X,Y,Z,nro,korko
Sa,10.60,6709334.285,246200.698,27.766,9,17.165999999999997
Sa,10.80,6709334.285,246200.698,27.766,9,16.965999999999998
Sa,11.00,6709334.285,246200.698,27.766,9,16.766
Sa,11.20,6709334.285,246200.698,27.766,9,16.566
Sa,11.40,6709334.285,246200.698,27.766,9,16.366
Sa,11.60,6709334.285,246200.698,27.766,9,16.165999999999997
Sa,11.80,6709334.285,246200.698,27.766,9,15.965999999999998
Sa,12.00,6709334.285,246200.698,27.766,9,15.765999999999998
Sa,12.20,6709334.285,246200.698,27.766,9,15.565999999999999
Sa,12.40,6709334.285,246200.698,27.766,9,15.365999999999998
Sa,12.60,6709334.285,246200.698,27.766,9,15.165999999999999
Sa,12.80,6709334.285,246200.698,27.766,9,14.965999999999998
Sa,13.00,6709334.285,246200.698,27.766,9,14.765999999999998
Sa,13.20,6709334.285,246200.698,27.766,9,14.565999999999999
Sa,13.40,6709334.285,246200.698,27.766,9,14.365999999999998
Sa,13.60,6709334.285,246200.698,27.766,9,14.165999999999999
Sa,13.80,6709334.285,246200.698,27.766,9,13.965999999999998
Sa,14.00,6709334.285,246200.698,27.766,9,13.765999999999998
Sa,14.20,6709334.285,246200.698,27.766,9,13.565999999999999
Sa,14.40,6709334.285,246200.698,27.766,9,13.365999999999998
Sa,1.34,6709448.952,247947.406,32.61,9,31.27
Ki,9.06,6709448.952,247947.406,32.61,9,23.549999999999997
Sa,000.60,6709169.918,246402.338,25.563,10,24.962999999999997
Mr,016.80,6709169.918,246402.338,25.563,10,8.762999999999998
Sa,0.40,6709280.769,246130.214,30.04,10,29.64
Sa,0.60,6709280.769,246130.214,30.04,10,29.439999999999998
Sa,0.80,6709280.769,246130.214,30.04,10,29.24
Sa,1.00,6709280.769,246130.214,30.04,10,29.04
Sa,1.20,6709280.769,246130.214,30.04,10,28.84
Sa,1.40,6709280.769,246130.214,30.04,10,28.64
Sa,1.60,6709280.769,246130.214,30.04,10,28.439999999999998
Sa,1.80,6709280.769,246130.214,30.04,10,28.24
Sa,2.00,6709280.769,246130.214,30.04,10,28.04
Sa,2.20,6709280.769,246130.214,30.04,10,27.84
Sa,2.40,6709280.769,246130.214,30.04,10,27.64
Sa,2.60,6709280.769,246130.214,30.04,10,27.439999999999998
Sa,2.80,6709280.769,246130.214,30.04,10,27.24
Sa,3.00,6709280.769,246130.214,30.04,10,27.04
Sa,3.20,6709280.769,246130.214,30.04,10,26.84
Sa,000.40,6709464.181,247887.19,31.785,10,31.385
Mr,004.80,6709464.181,247887.19,31.785,10,26.985
Ki,005.60,6709464.181,247887.19,31.785,10,26.185000000000002
Ki,005.73,6709464.181,247887.19,31.785,10,26.055
Mr,006.26,6709464.181,247887.19,31.785,10,25.525
Sa,0.40,6709210.486,246123.617,28.319,11,27.919
Sa,0.60,6709210.486,246123.617,28.319,11,27.718999999999998
Sa,0.80,6709210.486,246123.617,28.319,11,27.519
Sa,1.00,6709210.486,246123.617,28.319,11,27.319
Sa,1.20,6709210.486,246123.617,28.319,11,27.119
Sa,1.40,6709210.486,246123.617,28.319,11,26.919
Sa,1.60,6709210.486,246123.617,28.319,11,26.718999999999998
Sa,1.80,6709210.486,246123.617,28.319,11,26.519
Sa,2.00,6709210.486,246123.617,28.319,11,26.319
Sa,2.20,6709210.486,246123.617,28.319,11,26.119
Sa,2.40,6709210.486,246123.617,28.319,11,25.919
Sa,2.60,6709210.486,246123.617,28.319,11,25.718999999999998
Sa,2.80,6709210.486,246123.617,28.319,11,25.519
Sa,3.00,6709210.486,246123.617,28.319,11,25.319
Sa,3.20,6709210.486,246123.617,28.319,11,25.119
Sa,000.20,6709275.581,246351.561,25.915,11,25.715
Mr,020.00,6709275.581,246351.561,25.915,11,5.914999999999999
Mr,021.12,6709275.581,246351.561,25.915,11,4.794999999999998
Sa,1.20,6709303.712,247994.005,36.837,11,35.637
Ki,2.26,6709303.712,247994.005,36.837,11,34.577000000000005
Sa,001.40,6709214.897,246323.738,25.854,12,24.454
Hk,018.80,6709214.897,246323.738,25.854,12,7.0539999999999985
Mr,019.80,6709214.897,246323.738,25.854,12,6.0539999999999985
Sa,0.40,6709224.467,247967.706,33.202,12,32.802
Sa,1.00,6709224.467,247967.706,33.202,12,32.202
Ki,4.60,6709224.467,247967.706,33.202,12,28.601999999999997
Sa,0.40,6709236.262,246183.146,27.762,12,27.362000000000002
Sa,0.80,6709236.262,246183.146,27.762,12,26.962
Sa,1.00,6709236.262,246183.146,27.762,12,26.762
Sa,1.20,6709236.262,246183.146,27.762,12,26.562
Sa,1.40,6709236.262,246183.146,27.762,12,26.362000000000002
Sa,1.60,6709236.262,246183.146,27.762,12,26.162
Sa,1.80,6709236.262,246183.146,27.762,12,25.962
Sa,2.00,6709236.262,246183.146,27.762,12,25.762
Sa,2.20,6709236.262,246183.146,27.762,12,25.562
Sa,2.40,6709236.262,246183.146,27.762,12,25.362000000000002
Sa,2.60,6709236.262,246183.146,27.762,12,25.162
Sa,2.80,6709236.262,246183.146,27.762,12,24.962
Sa,3.00,6709236.262,246183.146,27.762,12,24.762
Sa,3.20,6709236.262,246183.146,27.762,12,24.562
Sa,3.40,6709236.262,246183.146,27.762,12,24.362000000000002
Sa,3.60,6709236.262,246183.146,27.762,12,24.162
Sa,3.80,6709236.262,246183.146,27.762,12,23.962
Sa,4.00,6709236.262,246183.146,27.762,12,23.762
Sa,4.20,6709236.262,246183.146,27.762,12,23.562
Sa,4.40,6709236.262,246183.146,27.762,12,23.362000000000002
Sa,4.60,6709236.262,246183.146,27.762,12,23.162
Sa,4.80,6709236.262,246183.146,27.762,12,22.962
Sa,5.00,6709236.262,246183.146,27.762,12,22.762
Sa,5.20,6709236.262,246183.146,27.762,12,22.562
Sa,5.40,6709236.262,246183.146,27.762,12,22.362000000000002
Sa,5.60,6709236.262,246183.146,27.762,12,22.162
Sa,5.80,6709236.262,246183.146,27.762,12,21.962
Sa,6.00,6709236.262,246183.146,27.762,12,21.762
Sa,6.20,6709236.262,246183.146,27.762,12,21.562
Sa,6.40,6709236.262,246183.146,27.762,12,21.362000000000002
Sa,6.60,6709236.262,246183.146,27.762,12,21.162
Sa,6.80,6709236.262,246183.146,27.762,12,20.962
Sa,001.60,6709177.564,246217.519,26.709,13,25.108999999999998
Mr,012.00,6709177.564,246217.519,26.709,13,14.709
Ki,0.36,6709204.035,247824.02,31.707,13,31.347
Sa,0.94,6709204.035,247824.02,31.707,13,30.767
Ki,1.08,6709204.035,247824.02,31.707,13,30.627000000000002
Sa,1.46,6709204.035,247824.02,31.707,13,30.247
Ki,4.12,6709204.035,247824.02,31.707,13,27.587
Sa,0.40,6709270.165,246244.928,26.751,13,26.351000000000003
Sa,0.80,6709270.165,246244.928,26.751,13,25.951
Sa,1.00,6709270.165,246244.928,26.751,13,25.751
Sa,1.20,6709270.165,246244.928,26.751,13,25.551000000000002
Sa,1.40,6709270.165,246244.928,26.751,13,25.351000000000003
Sa,1.60,6709270.165,246244.928,26.751,13,25.151
Sa,1.80,6709270.165,246244.928,26.751,13,24.951
Sa,2.00,6709270.165,246244.928,26.751,13,24.751
Sa,2.20,6709270.165,246244.928,26.751,13,24.551000000000002
Sa,2.40,6709270.165,246244.928,26.751,13,24.351000000000003
Sa,2.60,6709270.165,246244.928,26.751,13,24.151
Sa,2.80,6709270.165,246244.928,26.751,13,23.951
Sa,3.00,6709270.165,246244.928,26.751,13,23.751
Sa,3.20,6709270.165,246244.928,26.751,13,23.551000000000002
Sa,3.40,6709270.165,246244.928,26.751,13,23.351000000000003
Sa,3.60,6709270.165,246244.928,26.751,13,23.151
Sa,3.80,6709270.165,246244.928,26.751,13,22.951
Sa,4.00,6709270.165,246244.928,26.751,13,22.751
Sa,4.20,6709270.165,246244.928,26.751,13,22.551000000000002
Sa,4.40,6709270.165,246244.928,26.751,13,22.351
Sa,4.60,6709270.165,246244.928,26.751,13,22.151000000000003
Sa,4.80,6709270.165,246244.928,26.751,13,21.951
Sa,5.00,6709270.165,246244.928,26.751,13,21.751
Sa,5.20,6709270.165,246244.928,26.751,13,21.551000000000002
Sa,5.40,6709270.165,246244.928,26.751,13,21.351
Sa,5.60,6709270.165,246244.928,26.751,13,21.151000000000003
Sa,5.80,6709270.165,246244.928,26.751,13,20.951
Sa,6.00,6709270.165,246244.928,26.751,13,20.751
Sa,6.20,6709270.165,246244.928,26.751,13,20.551000000000002
Sa,6.40,6709270.165,246244.928,26.751,13,20.351
Sa,6.60,6709270.165,246244.928,26.751,13,20.151000000000003
Sa,6.80,6709270.165,246244.928,26.751,13,19.951
Sa,7.00,6709270.165,246244.928,26.751,13,19.751
Sa,7.20,6709270.165,246244.928,26.751,13,19.551000000000002
Sa,7.40,6709270.165,246244.928,26.751,13,19.351
Sa,7.60,6709270.165,246244.928,26.751,13,19.151000000000003
Sa,7.80,6709270.165,246244.928,26.751,13,18.951
Sa,8.00,6709270.165,246244.928,26.751,13,18.751
Sa,8.20,6709270.165,246244.928,26.751,13,18.551000000000002
Sa,8.40,6709270.165,246244.928,26.751,13,18.351
Sa,8.60,6709270.165,246244.928,26.751,13,18.151000000000003
Sa,8.80,6709270.165,246244.928,26.751,13,17.951
Sa,9.00,6709270.165,246244.928,26.751,13,17.751
Sa,9.20,6709270.165,246244.928,26.751,13,17.551000000000002
Sa,9.40,6709270.165,246244.928,26.751,13,17.351
Sa,9.60,6709270.165,246244.928,26.751,13,17.151000000000003
Sa,9.80,6709270.165,246244.928,26.751,13,16.951
Sa,10.00,6709270.165,246244.928,26.751,13,16.751
Sa,10.20,6709270.165,246244.928,26.751,13,16.551000000000002
Sa,10.40,6709270.165,246244.928,26.751,13,16.351
Sa,10.60,6709270.165,246244.928,26.751,13,16.151000000000003
Sa,10.80,6709270.165,246244.928,26.751,13,15.951
Sa,11.00,6709270.165,246244.928,26.751,13,15.751000000000001
Sa,11.20,6709270.165,246244.928,26.751,13,15.551000000000002
Sa,11.40,6709270.165,246244.928,26.751,13,15.351
Sa,11.60,6709270.165,246244.928,26.751,13,15.151000000000002
Sa,11.80,6709270.165,246244.928,26.751,13,14.951
Sa,12.00,6709270.165,246244.928,26.751,13,14.751000000000001
Sa,12.20,6709270.165,246244.928,26.751,13,14.551000000000002
Sa,12.40,6709270.165,246244.928,26.751,13,14.351
Sa,12.60,6709270.165,246244.928,26.751,13,14.151000000000002
Sa,12.80,6709270.165,246244.928,26.751,13,13.951
Sa,13.00,6709270.165,246244.928,26.751,13,13.751000000000001
Sa,13.20,6709270.165,246244.928,26.751,13,13.551000000000002
Sa,13.40,6709270.165,246244.928,26.751,13,13.351
Sa,13.60,6709270.165,246244.928,26.751,13,13.151000000000002
Sa,13.80,6709270.165,246244.928,26.751,13,12.951
Sa,14.00,6709270.165,246244.928,26.751,13,12.751000000000001
Sa,14.20,6709270.165,246244.928,26.751,13,12.551000000000002
Sa,14.40,6709270.165,246244.928,26.751,13,12.351
Sa,14.60,6709270.165,246244.928,26.751,13,12.151000000000002
Sa,14.80,6709270.165,246244.928,26.751,13,11.951
Sa,15.00,6709270.165,246244.928,26.751,13,11.751000000000001
Sa,15.20,6709270.165,246244.928,26.751,13,11.551000000000002
Sa,15.40,6709270.165,246244.928,26.751,13,11.351
Sa,15.60,6709270.165,246244.928,26.751,13,11.151000000000002
Sa,15.80,6709270.165,246244.928,26.751,13,10.951
Sa,16.00,6709270.165,246244.928,26.751,13,10.751000000000001
Sa,16.20,6709270.165,246244.928,26.751,13,10.551000000000002
Sa,16.40,6709270.165,246244.928,26.751,13,10.351000000000003
Sa,16.60,6709270.165,246244.928,26.751,13,10.151
Sa,16.80,6709270.165,246244.928,26.751,13,9.951
Sa,17.00,6709270.165,246244.928,26.751,13,9.751000000000001
Sa,17.20,6709270.165,246244.928,26.751,13,9.551000000000002
Sa,17.40,6709270.165,246244.928,26.751,13,9.351000000000003
Sa,17.60,6709270.165,246244.928,26.751,13,9.151
Sa,17.80,6709270.165,246244.928,26.751,13,8.951
Sa,18.00,6709270.165,246244.928,26.751,13,8.751000000000001
Sa,18.20,6709270.165,246244.928,26.751,13,8.551000000000002
Sa,18.40,6709270.165,246244.928,26.751,13,8.351000000000003
Sa,000.40,6709158.412,246171.611,26.992,14,26.592000000000002
Hk,008.20,6709158.412,246171.611,26.992,14,18.792
Mr,008.60,6709158.412,246171.611,26.992,14,18.392000000000003
Sa,0.40,6709302.525,246381.973,26.048,14,25.648
Sa,0.60,6709302.525,246381.973,26.048,14,25.447999999999997
Sa,0.80,6709302.525,246381.973,26.048,14,25.247999999999998
Sa,1.00,6709302.525,246381.973,26.048,14,25.048
Sa,1.20,6709302.525,246381.973,26.048,14,24.848
Sa,1.40,6709302.525,246381.973,26.048,14,24.648
Sa,1.60,6709302.525,246381.973,26.048,14,24.447999999999997
Sa,1.80,6709302.525,246381.973,26.048,14,24.247999999999998
Sa,2.00,6709302.525,246381.973,26.048,14,24.048
Sa,2.20,6709302.525,246381.973,26.048,14,23.848
Sa,2.40,6709302.525,246381.973,26.048,14,23.648
Sa,2.60,6709302.525,246381.973,26.048,14,23.447999999999997
Sa,2.80,6709302.525,246381.973,26.048,14,23.247999999999998
Sa,3.00,6709302.525,246381.973,26.048,14,23.048
Sa,3.20,6709302.525,246381.973,26.048,14,22.848
Sa,3.40,6709302.525,246381.973,26.048,14,22.648
Sa,3.60,6709302.525,246381.973,26.048,14,22.447999999999997
Sa,3.80,6709302.525,246381.973,26.048,14,22.247999999999998
Sa,4.00,6709302.525,246381.973,26.048,14,22.048
Sa,4.20,6709302.525,246381.973,26.048,14,21.848
Sa,4.40,6709302.525,246381.973,26.048,14,21.647999999999996
Sa,4.60,6709302.525,246381.973,26.048,14,21.448
Sa,4.80,6709302.525,246381.973,26.048,14,21.247999999999998
Sa,5.00,6709302.525,246381.973,26.048,14,21.048
Sa,5.20,6709302.525,246381.973,26.048,14,20.848
Sa,5.40,6709302.525,246381.973,26.048,14,20.647999999999996
Sa,5.60,6709302.525,246381.973,26.048,14,20.448
Sa,5.80,6709302.525,246381.973,26.048,14,20.247999999999998
Sa,6.00,6709302.525,246381.973,26.048,14,20.048
Sa,6.20,6709302.525,246381.973,26.048,14,19.848
Sa,6.40,6709302.525,246381.973,26.048,14,19.647999999999996
Sa,6.60,6709302.525,246381.973,26.048,14,19.448
Sa,6.80,6709302.525,246381.973,26.048,14,19.247999999999998
Sa,7.00,6709302.525,246381.973,26.048,14,19.048
Sa,7.20,6709302.525,246381.973,26.048,14,18.848
Sa,7.40,6709302.525,246381.973,26.048,14,18.647999999999996
Sa,7.60,6709302.525,246381.973,26.048,14,18.448
Sa,7.80,6709302.525,246381.973,26.048,14,18.247999999999998
Sa,8.00,6709302.525,246381.973,26.048,14,18.048
Sa,8.20,6709302.525,246381.973,26.048,14,17.848
Sa,8.40,6709302.525,246381.973,26.048,14,17.647999999999996
Sa,8.60,6709302.525,246381.973,26.048,14,17.448
Sa,8.80,6709302.525,246381.973,26.048,14,17.247999999999998
Sa,9.00,6709302.525,246381.973,26.048,14,17.048
Sa,9.20,6709302.525,246381.973,26.048,14,16.848
Sa,9.40,6709302.525,246381.973,26.048,14,16.647999999999996
Sa,9.60,6709302.525,246381.973,26.048,14,16.448
Sa,9.80,6709302.525,246381.973,26.048,14,16.247999999999998
Sa,10.00,6709302.525,246381.973,26.048,14,16.048
Sa,10.20,6709302.525,246381.973,26.048,14,15.847999999999999
Sa,10.40,6709302.525,246381.973,26.048,14,15.647999999999998
Sa,10.60,6709302.525,246381.973,26.048,14,15.447999999999999
Sa,10.80,6709302.525,246381.973,26.048,14,15.247999999999998
Sa,11.00,6709302.525,246381.973,26.048,14,15.047999999999998
Sa,11.20,6709302.525,246381.973,26.048,14,14.847999999999999
Sa,11.40,6709302.525,246381.973,26.048,14,14.647999999999998
Sa,11.60,6709302.525,246381.973,26.048,14,14.447999999999999
Sa,11.80,6709302.525,246381.973,26.048,14,14.247999999999998
Sa,12.00,6709302.525,246381.973,26.048,14,14.047999999999998
Sa,12.20,6709302.525,246381.973,26.048,14,13.847999999999999
Sa,12.40,6709302.525,246381.973,26.048,14,13.647999999999998
Sa,12.60,6709302.525,246381.973,26.048,14,13.447999999999999
Sa,12.80,6709302.525,246381.973,26.048,14,13.247999999999998
Sa,13.00,6709302.525,246381.973,26.048,14,13.047999999999998
Sa,13.20,6709302.525,246381.973,26.048,14,12.847999999999999
Sa,13.40,6709302.525,246381.973,26.048,14,12.647999999999998
Sa,13.60,6709302.525,246381.973,26.048,14,12.447999999999999
Sa,13.80,6709302.525,246381.973,26.048,14,12.247999999999998
Sa,14.00,6709302.525,246381.973,26.048,14,12.047999999999998
Sa,14.20,6709302.525,246381.973,26.048,14,11.847999999999999
Sa,14.40,6709302.525,246381.973,26.048,14,11.647999999999998
Sa,14.60,6709302.525,246381.973,26.048,14,11.447999999999999
Sa,14.80,6709302.525,246381.973,26.048,14,11.247999999999998
Sa,15.00,6709302.525,246381.973,26.048,14,11.047999999999998
Sa,15.20,6709302.525,246381.973,26.048,14,10.847999999999999
Sa,15.40,6709302.525,246381.973,26.048,14,10.647999999999998
Sa,15.60,6709302.525,246381.973,26.048,14,10.447999999999999
Sa,15.80,6709302.525,246381.973,26.048,14,10.247999999999998
Sa,16.00,6709302.525,246381.973,26.048,14,10.047999999999998
Sa,16.20,6709302.525,246381.973,26.048,14,9.847999999999999
Sa,16.40,6709302.525,246381.973,26.048,14,9.648
Sa,0.40,6709330.719,247797.018,44.879,14,44.479
Ki,0.86,6709330.719,247797.018,44.879,14,44.019
Sa,000.20,6709078.011,246158.006,27.117,15,26.917
Mr,003.23,6709078.011,246158.006,27.117,15,23.887
Sa,0.40,6709092.142,246123.372,27.198,15,26.798000000000002
Sa,0.60,6709092.142,246123.372,27.198,15,26.598
Sa,0.80,6709092.142,246123.372,27.198,15,26.398
Sa,1.00,6709092.142,246123.372,27.198,15,26.198
Sa,1.20,6709092.142,246123.372,27.198,15,25.998
Sa,1.40,6709092.142,246123.372,27.198,15,25.798000000000002
Sa,1.60,6709092.142,246123.372,27.198,15,25.598
Sa,1.80,6709092.142,246123.372,27.198,15,25.398
Sa,2.00,6709092.142,246123.372,27.198,15,25.198
Sa,2.20,6709092.142,246123.372,27.198,15,24.998
Sa,2.40,6709092.142,246123.372,27.198,15,24.798000000000002
Sa,2.60,6709092.142,246123.372,27.198,15,24.598
Sa,2.80,6709092.142,246123.372,27.198,15,24.398
Sa,3.00,6709092.142,246123.372,27.198,15,24.198
Sa,3.20,6709092.142,246123.372,27.198,15,23.998
Sa,3.40,6709092.142,246123.372,27.198,15,23.798000000000002
Sa,3.60,6709092.142,246123.372,27.198,15,23.598
Sa,3.80,6709092.142,246123.372,27.198,15,23.398
Sa,4.00,6709092.142,246123.372,27.198,15,23.198
Sa,4.20,6709092.142,246123.372,27.198,15,22.998
Sa,4.40,6709092.142,246123.372,27.198,15,22.798000000000002
Sa,4.60,6709092.142,246123.372,27.198,15,22.598
Sa,4.80,6709092.142,246123.372,27.198,15,22.398
Sa,5.00,6709092.142,246123.372,27.198,15,22.198
Sa,5.20,6709092.142,246123.372,27.198,15,21.998
Sa,5.40,6709092.142,246123.372,27.198,15,21.798000000000002
Sa,5.60,6709092.142,246123.372,27.198,15,21.598
Sa,5.80,6709092.142,246123.372,27.198,15,21.398
Sa,6.00,6709092.142,246123.372,27.198,15,21.198
Sa,6.20,6709092.142,246123.372,27.198,15,20.998
Sa,6.40,6709092.142,246123.372,27.198,15,20.798000000000002
Sa,6.60,6709092.142,246123.372,27.198,15,20.598
Sa,6.80,6709092.142,246123.372,27.198,15,20.398
Sa,7.00,6709092.142,246123.372,27.198,15,20.198
Sa,7.20,6709092.142,246123.372,27.198,15,19.998
Sa,7.40,6709092.142,246123.372,27.198,15,19.798000000000002
Sa,7.60,6709092.142,246123.372,27.198,15,19.598
Sa,7.80,6709092.142,246123.372,27.198,15,19.398
Sa,8.00,6709092.142,246123.372,27.198,15,19.198
Sa,8.20,6709092.142,246123.372,27.198,15,18.998
Sa,8.40,6709092.142,246123.372,27.198,15,18.798000000000002
Sa,8.60,6709092.142,246123.372,27.198,15,18.598
Sa,8.80,6709092.142,246123.372,27.198,15,18.398
Sa,9.00,6709092.142,246123.372,27.198,15,18.198
Sa,9.20,6709092.142,246123.372,27.198,15,17.998
Sa,9.40,6709092.142,246123.372,27.198,15,17.798000000000002
Sa,9.60,6709092.142,246123.372,27.198,15,17.598
Sa,0.40,6709315.971,247729.254,45.503,15,45.103
Ki,0.84,6709315.971,247729.254,45.503,15,44.663
Sa,000.20,6709064.206,246106.398,27.18,16,26.98
Sr,009.40,6709064.206,246106.398,27.18,16,17.78
Hk,011.00,6709064.206,246106.398,27.18,16,16.18
Mr,012.80,6709064.206,246106.398,27.18,16,14.379999999999999
Mr,019.72,6709064.206,246106.398,27.18,16,7.460000000000001
Sa,0.40,6709157.257,246177.529,26.701,16,26.301000000000002
Sa,0.60,6709157.257,246177.529,26.701,16,26.101
Sa,0.80,6709157.257,246177.529,26.701,16,25.901
Sa,1.00,6709157.257,246177.529,26.701,16,25.701
Sa,1.20,6709157.257,246177.529,26.701,16,25.501
Sa,1.40,6709157.257,246177.529,26.701,16,25.301000000000002
Sa,1.60,6709157.257,246177.529,26.701,16,25.101
Sa,1.80,6709157.257,246177.529,26.701,16,24.901
Sa,2.00,6709157.257,246177.529,26.701,16,24.701
Sa,2.20,6709157.257,246177.529,26.701,16,24.501
Sa,2.40,6709157.257,246177.529,26.701,16,24.301000000000002
Sa,2.60,6709157.257,246177.529,26.701,16,24.101
Sa,2.80,6709157.257,246177.529,26.701,16,23.901
Sa,3.00,6709157.257,246177.529,26.701,16,23.701
Sa,3.20,6709157.257,246177.529,26.701,16,23.501
Sa,3.40,6709157.257,246177.529,26.701,16,23.301000000000002
Sa,3.60,6709157.257,246177.529,26.701,16,23.101
Sa,3.80,6709157.257,246177.529,26.701,16,22.901
Sa,4.00,6709157.257,246177.529,26.701,16,22.701
Sa,4.20,6709157.257,246177.529,26.701,16,22.501
Sa,4.40,6709157.257,246177.529,26.701,16,22.301000000000002
Sa,4.60,6709157.257,246177.529,26.701,16,22.101
Sa,4.80,6709157.257,246177.529,26.701,16,21.901
Sa,5.00,6709157.257,246177.529,26.701,16,21.701
Sa,5.20,6709157.257,246177.529,26.701,16,21.501
Sa,5.40,6709157.257,246177.529,26.701,16,21.301000000000002
Sa,5.60,6709157.257,246177.529,26.701,16,21.101
Sa,5.80,6709157.257,246177.529,26.701,16,20.901
Sa,6.00,6709157.257,246177.529,26.701,16,20.701
Sa,6.20,6709157.257,246177.529,26.701,16,20.501
Sa,6.40,6709157.257,246177.529,26.701,16,20.301000000000002
Sa,6.60,6709157.257,246177.529,26.701,16,20.101
Sa,6.80,6709157.257,246177.529,26.701,16,19.901
Sa,7.00,6709157.257,246177.529,26.701,16,19.701
Sa,7.20,6709157.257,246177.529,26.701,16,19.501
Sa,7.40,6709157.257,246177.529,26.701,16,19.301000000000002
Sa,7.60,6709157.257,246177.529,26.701,16,19.101
Sa,7.80,6709157.257,246177.529,26.701,16,18.901
Hk,000.60,6709187.715,247730.269,32.417,16,31.817
Sr,000.80,6709187.715,247730.269,32.417,16,31.617
Sa,001.00,6709187.715,247730.269,32.417,16,31.417
Sa,001.20,6709187.715,247730.269,32.417,16,31.217000000000002
Sr,001.60,6709187.715,247730.269,32.417,16,30.817
Mr,001.80,6709187.715,247730.269,32.417,16,30.617
Ki,002.00,6709187.715,247730.269,32.417,16,30.417
Mr,002.67,6709187.715,247730.269,32.417,16,29.747
Sa,0.40,6709012.163,246158.963,27.022,17,26.622
Sa,0.60,6709012.163,246158.963,27.022,17,26.421999999999997
Sa,0.80,6709012.163,246158.963,27.022,17,26.221999999999998
Sa,1.00,6709012.163,246158.963,27.022,17,26.022
Sa,1.20,6709012.163,246158.963,27.022,17,25.822
Sa,1.40,6709012.163,246158.963,27.022,17,25.622
Sa,1.60,6709012.163,246158.963,27.022,17,25.421999999999997
Sa,1.80,6709012.163,246158.963,27.022,17,25.221999999999998
Sa,2.00,6709012.163,246158.963,27.022,17,25.022
Sa,2.20,6709012.163,246158.963,27.022,17,24.822
Sa,000.20,6709101.303,246097.816,27.225,17,27.025000000000002
Mr,010.80,6709101.303,246097.816,27.225,17,16.425
Mr,018.13,6709101.303,246097.816,27.225,17,9.095000000000002
Sa,000.40,6709195.473,247689.899,32.291,17,31.891
Sr,001.20,6709195.473,247689.899,32.291,17,31.090999999999998
Sa,001.40,6709195.473,247689.899,32.291,17,30.891
Mr,001.60,6709195.473,247689.899,32.291,17,30.690999999999995
Mr,001.80,6709195.473,247689.899,32.291,17,30.490999999999996
Ki,002.12,6709195.473,247689.899,32.291,17,30.170999999999996
Mr,002.33,6709195.473,247689.899,32.291,17,29.961
Sa,0.40,6709064.961,246211.186,26.433,18,26.033
Sa,0.60,6709064.961,246211.186,26.433,18,25.833
Sa,0.80,6709064.961,246211.186,26.433,18,25.633
Sa,1.00,6709064.961,246211.186,26.433,18,25.433
Sa,1.20,6709064.961,246211.186,26.433,18,25.233
Sa,1.40,6709064.961,246211.186,26.433,18,25.033
Sa,1.60,6709064.961,246211.186,26.433,18,24.833
Sa,1.80,6709064.961,246211.186,26.433,18,24.633
Sa,2.00,6709064.961,246211.186,26.433,18,24.433
Sa,2.20,6709064.961,246211.186,26.433,18,24.233
Sa,2.40,6709064.961,246211.186,26.433,18,24.033
Sa,2.60,6709064.961,246211.186,26.433,18,23.833
Sa,2.80,6709064.961,246211.186,26.433,18,23.633
Sa,3.00,6709064.961,246211.186,26.433,18,23.433
Sa,3.20,6709064.961,246211.186,26.433,18,23.233
Sa,3.40,6709064.961,246211.186,26.433,18,23.033
Sa,3.60,6709064.961,246211.186,26.433,18,22.833
Sa,3.80,6709064.961,246211.186,26.433,18,22.633
Sa,4.00,6709064.961,246211.186,26.433,18,22.433
Sa,4.20,6709064.961,246211.186,26.433,18,22.233
Sa,4.40,6709064.961,246211.186,26.433,18,22.033
Sa,4.60,6709064.961,246211.186,26.433,18,21.833
Sa,4.80,6709064.961,246211.186,26.433,18,21.633
Sa,5.00,6709064.961,246211.186,26.433,18,21.433
Sa,001.20,6709148.326,246125.079,27.534,18,26.334
Sr,010.60,6709148.326,246125.079,27.534,18,16.933999999999997
Hk,011.80,6709148.326,246125.079,27.534,18,15.733999999999998
Sr,013.60,6709148.326,246125.079,27.534,18,13.934
Hk,014.00,6709148.326,246125.079,27.534,18,13.533999999999999
Mr,016.00,6709148.326,246125.079,27.534,18,11.533999999999999
Ki,000.68,6709213.837,247671.235,34.329,18,33.649
Srmr,000.94,6709213.837,247671.235,34.329,18,33.389
Sa,001.14,6709213.837,247671.235,34.329,18,33.189
Sa,001.54,6709213.837,247671.235,34.329,18,32.789
Mr,001.74,6709213.837,247671.235,34.329,18,32.589
Ki,001.83,6709213.837,247671.235,34.329,18,32.499
Mr,002.10,6709213.837,247671.235,34.329,18,32.229
Sa,0.40,6709120.785,246252.1,26.301,19,25.901
Sa,0.60,6709120.785,246252.1,26.301,19,25.700999999999997
Sa,0.80,6709120.785,246252.1,26.301,19,25.500999999999998
Sa,1.00,6709120.785,246252.1,26.301,19,25.301
Sa,1.20,6709120.785,246252.1,26.301,19,25.101
Sa,1.40,6709120.785,246252.1,26.301,19,24.901
Sa,1.60,6709120.785,246252.1,26.301,19,24.700999999999997
Sa,1.80,6709120.785,246252.1,26.301,19,24.500999999999998
Sa,2.00,6709120.785,246252.1,26.301,19,24.301
Sa,2.20,6709120.785,246252.1,26.301,19,24.101
Sa,2.40,6709120.785,246252.1,26.301,19,23.901
Sa,2.60,6709120.785,246252.1,26.301,19,23.700999999999997
